Attack Points,Pred Goals,Pred Assist,Passes Received,Last 4 xG,Last 4xA
0,0.31,0.07,3.75,0.15,0.01
0,0.03,0.15,1.75,0.015,0.0075
0,0.05,0,4,0.015,0.0025
0,0.01,0.25,10.25,0.005,0.065
0,0,0.04,2.5,0,0.05
0,0.22,0,2.5,0.1375,0.0175
0,0.03,0,4.25,0.015,0.0125
0,0.26,0.26,16.25,0.0425,0.21
0,0.09,0.04,8,0.01,0.3425
0,0.03,0.03,16,0.015,0.0525
4,0.11,0.27,22.75,0.0875,0.2175
0,0.02,0.12,9.75,0.01,0.0675
0,0.14,0,4.25,0.04,0.005
0,0.26,0,2.75,0.0375,0.0125
0,0.01,0.01,9,0.0125,0.03
6,0.06,0.04,1.25,0.03,0.0025
4,0.24,0,2,0.015,0.0075
0,0.06,0.02,12,0.0325,0.04
0,0.17,0,3.25,0.035,0.04
0,0.06,0.03,1.75,0.0325,0.0075
0,0.36,0.04,2.75,0.33,0.005
3,0.25,0.41,15,0.1675,0.14
0,0.06,0.03,11,0.08,0.0175
3,0.05,0.5,10.25,0.0325,0.185
0,0,0,11.25,0,0.1375
0,0,0,0,0,0
0,0.15,0.01,2.75,0.0525,0.0125
0,0.03,0.02,9.25,0.0175,0.02
0,0,0.19,9,0,0.15
0,0.24,0,4.25,0.2175,0.01
0,0.04,0.08,2.25,0.01,0.0525
0,0.03,0.11,10.25,0.0275,0.0575
0,0.06,0.05,4.5,0.02,0.01
0,0.11,0,2.5,0.0475,0.015
0,0.08,0.09,2.25,0.055,0.04
0,0,0,8.25,0,0.0225
0,0.27,0,1.75,0.145,0.0025
0,0.39,0.03,3.5,0.2725,0.0275
0,0.03,0.01,5.25,0.0325,0.015
6,0,0.45,22,0.0475,0.0475
0,0,0,4.25,0,0.015
0,0.25,0.17,5,0.0525,0.0475
6,0,0,0,0,0
0,0.28,0.01,2.75,0.0425,0.0025
0,0.02,0.27,10.25,0.0225,0.2275
0,0.19,0,2.75,0.0625,0.0075
0,0.05,0.51,6.75,0.05,0.105
0,0.1,0.03,5.5,0.015,0.0175
0,0,0.02,1.75,0,0.005
0,0.04,0.18,12,0.0175,0.1725
0,0.14,0.12,5.25,0.0725,0.0375
0,0.02,0,3.5,0.01,0.0025
0,0,0.67,14.5,0.0075,0.265
0,0.21,0.04,3.25,0.1,0.02
0,0.35,0.05,6.5,0.0975,0.0675
0,0.31,0.06,15.25,0.0525,0.05
0,0.32,0.04,3,0.0625,0.0825
14,0.08,0,3.5,0,0.02
7,0.07,0.23,22,0.0125,0.0325
1,0.14,0,1.5,0.02,0.005
6,0,0.31,16.25,0.01,0.3525
5,0.24,0.07,3.75,0.1125,0.0075
0,0.07,0,2.25,0.015,0
3,0.04,0.24,12.75,0.0225,0.1725
9,0.24,0.03,5.25,0.05,0.015
0,0.02,0.1,1.75,0,0.0075
0,0.13,0.05,5.25,0.0775,0.035
0,0,0.13,2.25,0,0.045
0,0.07,0,3,0.0175,0.0125
0,0.16,0,10.25,0.06,0.0125
0,0.03,0.4,20,0.02,0.1425
0,0.09,0.04,6,0.01,0.3125
0,0.03,0.07,11,0.02,0.0775
0,0.1,0,2.75,0.04,0.005
0,0.19,0,2.75,0.0275,0.0125
0,0.06,0,8.75,0.125,0.0275
0,0.13,0,2,0.1275,0.0025
0,0.25,0.1,2.25,0.215,0.0075
0,0.09,0,2.5,0.0375,0.0375
0,0.08,0.03,2.5,0.0125,0.0075
0,0.55,0,3.75,0.3875,0.0025
0,0.33,0.66,14,0.14,0.1075
0,0.06,0.03,13.5,0.0825,0.04
0,0.41,0,3.75,0.26,0.0075
0,0.07,0.14,3.75,0.02,0.005
0,0,0.02,13.75,0,0.1125
0,0,0,0,0,0
0,0.16,0,3,0.0525,0.0125
0,0.03,0.04,10.5,0.0175,0.04
0,0.01,0.17,9.25,0.0025,0.12
3,0.39,0,4,0.2775,0.0075
1,0.08,0.1,2.75,0.0275,0.05
0,0.04,0,5.25,0.02,0.01
0,0.28,0,3.25,0.18,0.02
0,0.08,0.09,2.75,0.07,0.085
0,0,0,9.25,0,0.035
0,0.2,0,1.25,0.145,0.0025
0,0.05,0.14,3.75,0.0275,0.02
0,0.29,0.02,3.75,0.26,0.025
0,0.02,0.02,5,0.005,0.025
4,0.08,0.53,12,0.0075,0.02
0,0,0,2,0,0.005
0,0.13,0.01,2.25,0.0425,0.0075
0,0.02,0.26,9.5,0.0275,0.215
0,0.11,0,2.75,0.0625,0.0075
1,0.03,0.27,9.75,0.0425,0.1025
0,0.1,0.03,6.75,0,0.055
0,0,0.02,1.75,0,0.005
0,0,0.07,1.5,0,0.005
0,0.04,0.1,12.5,0.0175,0.145
6,0.12,0.07,6.25,0.0675,0.0375
0,0.01,0,2.75,0.01,0.0075
0,0.04,0.1,4.25,0.0325,0.0375
0,0,0.53,16.5,0.015,0.265
0,0.17,0.03,3.75,0.1075,0.025
0,0.25,0.07,7,0.065,0.0875
0,0.25,0.05,17.25,0.0525,0.04
1,0.21,0.02,2.25,0.045,0.0775
2,0.15,0,2.5,0.11,0.0125
0,0.09,0.16,15,0.025,0.0875
0,0.01,0.04,6.25,0.0125,0.0225
3,0.18,0,2,0.0475,0.01
0,0,0.22,16.5,0,0.155
0,0.07,0.34,9,0.04,0.1425
0,0.28,0.2,2,0,0.06
0,0.05,0,4,0.0125,0.02
0,0.04,0.39,10.75,0,0.16
0,0.23,0.03,6.75,0.0625,0.0275
0,0.06,0.1,2.25,0.0275,0.0075
0,0.14,0.05,4.25,0.07,0.035
0,0,0.09,2.25,0,0.045
0,0.04,0,2,0.0175,0.01
6,0.09,0.03,11.25,0.06,0.0125
0,0.03,0.02,12,0.0375,0.05
0,0.06,0.06,5.25,0.03,0.0725
0,0.04,0.04,16.25,0.02,0.05
0,0.2,0.42,12.5,0.0825,0.035
0,0.07,0.08,10.25,0.0325,0.0775
0,0.15,0.01,2.25,0.0225,0.0075
0,0.12,0,3,0.015,0.0125
0,0.04,0.11,4.25,0.0275,0.015
2,0.08,0,11,0.11,0.0225
0,0.2,0,2.25,0.1275,0
1,0.35,0.15,2.5,0.215,0.0025
9,0.05,0,2,0.0275,0.035
0,0.08,0,2.75,0.0125,0.0075
0,0.58,0,3,0.31,0.005
0,0.04,0,4.25,0.0175,0.0025
0,0.24,0,2,0.08,0.0075
0,0.05,0.36,11.75,0.0275,0.24
0,0,0.04,7.25,0,0.0775
0,0,0,2.75,0,0.0025
0,0.14,0,2.75,0.0125,0.0025
0,0.01,0.12,7.25,0.0125,0.07
0,0.32,0,4,0.2675,0.01
3,0.06,0.07,3,0.05,0.0225
0,0.02,0.02,6.5,0.0125,0.065
0,0.17,0,4,0.1675,0.0125
0,0.09,0.02,3.5,0.105,0.0525
0,0,0.01,7,0,0.0275
1,0,0,3.5,0,0.005
0,0.16,0.14,4.75,0.07,0.0225
0,0.16,0,1.75,0.1925,0.0075
0,0.03,0.06,8,0.005,0.0525
0,0,0.44,11,0,0.07
0,0,0,2,0,0.0025
0,0.22,0.08,2,0,0.005
0,0.02,0.09,8,0.015,0.05
0,0.09,0.01,3,0.0325,0.0025
0,0.12,0.02,3,0.0575,0.0025
0,0.1,0.07,2,0.0575,0.11
3,0.03,0.52,12,0.0225,0.1625
0,0.04,0.01,8.25,0.0075,0.0575
3,0,0.05,1.75,0,0.0075
0,0,0,1.25,0,0.005
0,0.05,0.1,10,0.0275,0.115
0,0.14,0.03,7,0.0725,0.0375
0,0.08,0.08,14.25,0.06,0.0925
0,0.02,0,2,0.01,0.0075
0,0.01,0.03,9.5,0.0075,0.0075
0,0.32,0.07,3.5,0.0375,0.005
0,0.21,0.04,4.5,0.0825,0.0275
0,0.28,0.09,5,0.075,0.0525
0,0,0.65,19.25,0.0075,0.265
0,0.31,0.06,17.75,0.0525,0.14
0,0.07,0.98,14.25,0.125,0.2975
0,0.24,0.13,2,0.08,0.1675
0,0.17,0,3.5,0.1225,0.0625
0,0.06,0.21,11.5,0.0175,0.105
0,0.18,0.02,2,0.065,0.015
0,0,0.18,25.75,0,0.1675
0,0.06,0.22,6.75,0.04,0.1475
0,0.17,0.09,2,0,0.06
0,0.06,0,4.75,0.025,0.0525
0,0.03,0.27,10.25,0,0.0975
0,0.13,0.04,6.5,0.09,0.0275
0,0.04,0,2,0.0275,0.0075
0,0.15,0.05,4.5,0.07,0.035
0,0,0.11,1.75,0,0.045
0,0.49,0,1.5,0.165,0.005
0,0.14,0,2,0.04,0.01
6,0.09,0.04,12,0.05,0.0125
0,0.03,0.02,13.75,0.0325,0.06
0,0.19,0,2,0.0675,0.0125
0,0.06,0,3.25,0.0275,0.0125
0,0.22,0.27,13.25,0.0725,0.0425
0,0.04,0.04,10,0.0325,0.055
0,0.06,0.08,14.25,0.11,0.0525
0,0.22,0,2.5,0.095,0.0025
0,0.39,0.15,2.25,0.215,0.0025
0,0.13,0,2.5,0.0525,0.04
0,0.28,0.01,2.75,0.3225,0.0075
0,0.22,0.47,14.75,0.2625,0.15
0,0.05,0.02,18.75,0.0125,0.05
